2500, 19352.000
2500, 19643.000
2500, 20049.000
2500, 20660.000
2500, 20605.000
2500, 21210.000
2500, 21619.000
2500, 22032.000
2500, 22000.000
2500, 22291.000
5000, 58702.000
5000, 58612.000
5000, 58773.000
5000, 58685.000
5000, 58728.000
5000, 58883.000
5000, 58621.000
5000, 58431.000
5000, 58663.000
5000, 58689.000
10000, 234197.000
10000, 234114.000
10000, 234756.000
10000, 234138.000
10000, 234285.000
10000, 233336.000
10000, 234310.000
10000, 233953.000
10000, 233979.000
10000, 234172.000
20000, 928807.000
20000, 933519.000
20000, 933574.000
20000, 933041.000
20000, 933434.000
20000, 933207.000
20000, 933001.000
20000, 932788.000
20000, 933277.000
20000, 935432.000
40000, 3714849.000
40000, 3734869.000
40000, 3734774.000
40000, 3734878.000
40000, 3733891.000
40000, 3736689.000
40000, 3736693.000
40000, 3737547.000
40000, 3737529.000
40000, 3742809.000
80000, 14844101.000
80000, 14914528.000
80000, 14914832.000
80000, 14917977.000
80000, 14918152.000
80000, 14920698.000
80000, 14925590.000
80000, 14930953.000
80000, 14942496.000
80000, 14953945.000
